Turning off amp!
Turning on amp!
Down
Up
Amplifier On and turned up
IR Controller Online
Light Controller Online
Master Init Complete
06/10/2011, 08:46:59, Screen Saver
06/10/2011, 08:47:10, Screen Saver
06/10/2011, 08:47:21, Screen Saver
06/10/2011, 08:47:32, Screen Saver
06/10/2011, 08:47:43, Screen Saver
06/10/2011, 08:47:54, Screen Saver
06/10/2011, 08:48:05, Screen Saver
06/10/2011, 08:48:16, Screen Saver
06/10/2011, 08:48:27, Screen Saver
06/10/2011, 08:48:38, Screen Saver
06/10/2011, 08:48:49, Screen Saver
06/10/2011, 08:49:00, Screen Saver
06/10/2011, 08:49:11, Screen Saver
06/10/2011, 08:49:22, Screen Saver
06/10/2011, 08:49:33, Screen Saver
06/10/2011, 08:49:44, Screen Saver
06/10/2011, 08:49:55, Screen Saver
06/10/2011, 08:50:06, Screen Saver
06/10/2011, 08:50:17, Screen Saver
06/10/2011, 08:50:28, Screen Saver
06/10/2011, 08:50:39, Screen Saver
06/10/2011, 08:50:50, Screen Saver
06/10/2011, 08:51:01, Screen Saver
06/10/2011, 08:51:12, Screen Saver
06/10/2011, 08:51:23, Screen Saver
06/10/2011, 08:51:34, Screen Saver
06/10/2011, 08:51:45, Screen Saver
06/10/2011, 08:51:56, Screen Saver
06/10/2011, 08:52:07, Screen Saver
06/10/2011, 08:52:18, Screen Saver
06/10/2011, 08:52:29, Screen Saver
06/10/2011, 08:52:40, Screen Saver
06/10/2011, 08:52:51, Screen Saver
06/10/2011, 08:53:02, Screen Saver
06/10/2011, 08:53:13, Screen Saver
06/10/2011, 08:53:24, Screen Saver
06/10/2011, 08:53:35, Screen Saver
06/10/2011, 08:53:46, Screen Saver
06/10/2011, 08:53:57, Screen Saver
06/10/2011, 08:54:08, Screen Saver
06/10/2011, 08:54:19, Screen Saver
06/10/2011, 08:54:30, Screen Saver
06/10/2011, 08:54:41, Screen Saver
06/10/2011, 08:54:52, Screen Saver
06/10/2011, 08:55:03, Screen Saver
06/10/2011, 08:55:14, Screen Saver
06/10/2011, 08:55:25, Screen Saver
06/10/2011, 08:55:36, Screen Saver
06/10/2011, 08:55:47, Screen Saver
06/10/2011, 08:55:58, Screen Saver
06/10/2011, 08:56:09, Screen Saver
06/10/2011, 08:56:20, Screen Saver
